8765:9075,17,302,654,76,616,58,8,866,84
8768:21272,117319,88386,59322,44488,6679,87186,5904,11887,1784
8771:616,84,518,1102,917,8,690,29363,94722,47992
8774:8,84,224,1102,508,138,15,36711,2394,2937
8782:34322,96399,226,29475,82863,135,11897,6097,984,17121
8788:17,302,654,616,58,29,81,224,15,289
8789:508,43526,13838,15067,18513,32549,82898,1218,44,97097
8790:38488,6503,17567,6558,82551,194,111814,46128,79866,117475
8802:17,76,58,84,1102,289,101,8,65615,5117
8810:564,2045,34407,22606,4664,36720,2351,2930,431,38167
8812:81,11592,13157,32344,12691,78053,112057,7585,96720,2677
8822:8725,17,302,654,76,616,58,8,866,84
8825:17,654,58,289,101,38911,2045,65615,49611,100428
8844:12927,84,5471,32,24003,1544,8728,4697,18704,30981
8850:35625,1352,19697,189,17,302,654,76,616,58
8852:226,74521,52329,80379,85215,16053,1218,26940,1307,37088
8862:54128,39641,491,22818,31015,16084,6242,17708,9181,104993
8863:17,654,76,616,58,84,650,1102,289,101
8868:84,1102,8,100985,5117,58123,3162,119,119410,17
8870:302,654,84,29,650,1102,8,5117,7700,3839
8872:354,301,9617,8,2045,66747,76026,22281,22606,4664
8877:70,518,542,36711,9617,686,690,2394,47992,100985
8889:32897,8,8321,26676,51890,3716,47877,119,17,1119
8890:70,3969,9207,3700,23183,19257,83981,70155,4034,7820
8900:17,56140,21171,118223,10641,20045,7899,10198,82240,176
8906:302,29,70,226,138,9600,32897,65135,8,2045
8912:70,226,74521,52329,1218,19257,83981,4034,35015,19608
8913:11592,85614,1902,10541,5111,20920,56839,15772,10997,69432
8915:616,8,84,354,1102,138,736,917,76026,22281
8916:9234,837,42609,392,2254,88812,13657,36085,237,947
8920:15984,65799,262,6921,83807,42467,6433,80739,89506,3137
8924:70,564,79529,9600,2045,49392,60436,2081,35034,18632
8931:17,58,224,301,289,101,3509,66145,9617,2045
8935:17,38911,49611,46265,68925,10581,60615,76807,6880,5287
8936:17156,109384,9254,54180,17,302,654,76,616,58
8958:17,5503,6874,8934,25725,4249,16515,58155,115125,16707
8984:9725,9738,17,302,654,76,616,58,8,866
9000:654,58,84,354,1102,508,289,101,8,2394
9001:8694,15995,15846,24044,4589,68162,53543,55158,51115,16254
9013:12803,285,14969,15766,34660,596,3638,48,16474,6450
9024:354,19452,76026,22606,18062,3902,80524,1871,17,819
9079:73010,4385,15792,50589,28402,3144,91512,2648,7516,656
9085:302,29,70,736,2045,68986,117133,3730,60986,22606
9096:14363,43526,21272,117319,6434,111864,88386,58508,110331,30307
9098:62369,15269,9460,30056,4456,10997,27970,72954,40,43120
9106:17,100985,5117,58123,3162,119,12066,1065,496,2494
9111:17,302,29,518,15,690,2394,29363,94722,47992
9122:654,616,917,7059,22370,11108,70201,78933,49777,10067
9128:17,302,76,58,29,650,508,301,289,101
9135:302,8,29,21171,65241,3738,20022,7700,62658,3839
9141:43526,109744,2694,6568,62668,6434,35993,8225,7880,14401
9152:17,564,508,36711,2937,60986,5848,13838,15067,2930
9155:616,917,9600,9617,35034,18632,31773,4846,8937,1708
9157:112933,53684,91840,71088,114482,69421,89722,42283,79042,119396
9158:37917,8008,48956,4808,26673,5812,687,1377,2194,70551
9159:9617,8,55798,3618,57569,2691,1708,136,2200,9838
9160:43526,35625,24985,81432,38204,10687,1352,19697,69667,189
9161:32015,661,4342,15565,2103,901,33312,7838,114215,105316
9171:17,302,76,866,29,650,495,5503,63523,542
9173:17,138,22606,17123,916,23333,107712,20320,1190,31908
9200:3787,84706,650,85876,72699,819,364,52378,26541,4853
9224:226,32897,8,8321,26676,74521,52329,51890,3716,47877
9225:361,41261,67362,29,3256,7466,82383,101131,106403,9790
9233:119615,27613,523,10269,89432,69881,3707,9603,42069,378
9236:3509,66145,2394,4989,13838,2500,392,3354,4292,17682
9237:17,302,654,616,58,29,650,564,301,289
9238:17,63321,12482,31856,19654,14758,395,42276,837,9480
9245:15,42184,45849,80643,118391,13569,2403,2575,43310,31686
9249:97661,48343,35081,60,1539,34817,62893,106376,11967,17
9256:17,84,650,1102,301,8,54128,5117,15846,24044
9276:15846,24044,118865,3514,87041,861,68162,53543,55158,51115
9288:17,19620,100985,22281,5117,86725,3807,2769,58123,3162
9290:669,9674,17,302,654,76,616,58,8,866
9291:17,616,518,38911,917,36711,8694,43526,42184,690
9310:58,650,289,101,34047,65615,22606,19318,2769,236
9312:17,302,29,85957,11592,35669,36024,7910,7700,7821
9313:25247,1664,7910,39769,119906,236,17,120218,84,28622
9331:11246,52132,17380,69121,64240,109280,9728,24308,17,302
9333:9731,89499,12721,17,302,654,76,616,58,8
9350:76,564,138,104562,22606,108681,17123,2930,22695,4669
9357:80021,71068,17,302,654,76,616,58,8,866
9359:17,76,58,650,289,101,65615,60986,2769,22695
9364:81,508,736,29,8,128,22606,4106,13838,85200
9368:9770,50917,72716,17,302,654,76,616,58,8
9369:36534,87596,44672,47350,2110,96026,69483,34489,54823,12657
9371:17,58,8,84,70,354,1102,289,101,9617
9381:2848,25559,24240,40263,22507,19376,1959,19319,5214,38349
9389:650,18077,39645,14712,109119,63225,72606,322,32076,97686
9394:17,302,29,736,98551,6207,7910,7700,3839,11224
9400:654,616,58,650,138,289,101,917,36711,65615
9402:9815,17,302,654,76,616,58,8,866,84
9420:17,9617,42184,103410,15398,2121,92099,38095,1708,20551
9431:2045,115158,22606,4664,36720,6192,2351,431,29679,4385
9432:84,1102,8,55798,5117,17062,3439,3216,119410,17
9433:16952,103886,3064,95228,17,302,654,76,616,58
9437:82444,26310,28945,13845,45181,10033,25173,12332,4575,1109
9442:81,100843,29715,11772,34587,1288,7680,83719,96720,1109
9443:17,302,616,58,29,289,101,917,2976,68986
9451:17,654,9617,60986,121420,55991,1708,819,22370,14482
9473:81,22964,814,7838,114215,63451,96720,2694,66245,52866
9474:5078,9917,17,302,654,76,616,58,8,866
9486:16606,17,302,654,76,616,58,8,866,84
9487:354,138,736,32897,8,8321,26676,4422,76026,22606
9489:302,29,86725,3807,7700,3839,39769,11224,21857,119906
9494:508,3256,39196,100540,13838,15067,18513,20652,82898,17682
9498:4926,17,302,654,76,616,58,8,866,84
9499:7471,64290,121847,82008,13470,1606,962,106281,9721,4246
9500:564,2930,273,10749,28266,3291,4017,698,52862,119683
9507:32897,8,8321,26676,39769,3618,19896,116728,51890,3716
9514:9961,17,302,654,76,616,58,8,866,84
9525:58,224,301,289,101,3509,65615,120377,60986,3245
9528:8,53987,27474,23991,3521,1764,3618,508,375,2200
9531:262,17,302,654,76,616,58,8,866,84
9535:564,65135,16006,15278,3054,115093,43424,1535,50239,2930
9538:76,616,58,289,101,917,51712,65615,6874,21171
9541:29477,17,302,654,76,616,58,8,866,84
9553:10006,47643,7240,108638,111574,18821,16056,3901,17,302
9568:121904,66128,8239,94724,1011,47933,35717,311,97957,19660
9570:29,128,22281,2769,11652,12883,88934,8746,44495,34208
9571:11626,67596,83901,43873,105369,33632,46731,90013,90175,1109
9573:15278,115093,82444,28945,13845,93437,29779,10033,7528,120948
9576:10038,17,302,654,76,616,58,8,866,84
9580:8,97917,25375,63579,22606,4456,62658,60439,813,72954
9590:654,76,616,58,8,84,564,1102,508,736
9593:17,29106,55798,115858,35379,4613,56540,32344,12691,60470
9606:736,63304,120571,120683,5503,11592,21272,92046,117319,48562
9612:17,654,58,84,542,1102,289,101,38911,8
9613:22281,2769,57569,29092,2691,6527,136,85938,13576,9838
9614:10086,18639,17,302,654,76,616,58,8,866
9630:508,661,103410,5097,4342,15565,114485,13838,2103,15067
9665:302,654,76,616,84,29,564,1102,917,8
9666:31823,9629,10158,11644,398,24340,17,302,654,76
9668:650,38911,109521,49611,3231,121032,55572,17,12408,86937
9680:76,2045,6874,22606,4664,75351,36720,2351,431,11915
9685:2326,37496,81779,19369,15334,8411,29813,17,302,654
9693:736,34407,4456,38167,57569,21,52018,224,55991,616
9694:508,120581,13838,15067,40430,18513,82898,2783,1218,43387
9696:10194,68421,98705,15130,101048,10954,47559,12742,96510,16180
9711:88297,36868,39875,7048,90937,84537,36005,89916,36887,10211
9722:301,5310,11592,22281,85574,2769,52301,80643,1902,21857
9727:236,1501,85656,77905,4630,238,356,83977,58748,5076
9742:115858,46265,115200,60615,76807,63132,87195,4042,63316,56058
9745:17,302,76,616,58,8,84,29,650,1102
9752:8066,17,302,654,76,616,58,8,866,84
9753:15,128,60986,6450,14370,3757,819,14482,12714,518
9755:302,29,8910,26310,7700,383,3839,11224,952,5286
9757:59623,21879,64665,23599,3966,692,8001,20224,65787,10273
9786:17,866,37917,2394,8008,60986,9748,48956,25192,122068
9808:361,66227,37247,118448,8154,31629,94324,26411,4364,106970
9810:13878,20984,8105,30223,717,44653,401,54422,2469,4522
9812:17,654,60986,819,22370,14482,119919,518,40326,19118
9813:3256,49392,43526,22281,81665,2769,60877,107574,118222,65202
9818:17,10340,302,654,76,616,58,8,866,84
9820:77465,105054,2101,3429,4268,1804,394,301,35157,41202
9824:3509,66145,67807,659,13838,33116,4292,24292,4364,441
9827:15,661,294,9223,15886,100985,60986,22281,4342,5117
9831:40601,984,7426,5488,8733,2103,2787,9021,901,19186
9834:57569,2691,83386,136,9838,967,4886,1930,39476,889
9837:302,58,29,138,289,101,2045,65615,104562,22606
9839:49952,2394,11592,74117,13157,32378,6303,28871,9025,18872
9840:66790,278,29389,301,3521,4439,11991,7312,4268,94
9864:302,29,62369,73609,1358,89036,86725,3807,7700,3839
9879:138,22606,17123,23333,46611,31908,14560,115837,5268,12042
9890:17,302,76,616,58,84,29,1102,15,289
9891:17,302,84,29,650,224,1102,34047,8,5117
9892:7910,59900,2717,6680,74972,4475,2302,11887,37528,16669
9896:58,138,289,101,65615,22606,86725,3807,2769,17123
9899:17,361,13708,83413,2703,56324,1078,2946,19955,30906
9900:76,58,508,289,101,2976,65615,35379,60986,104562
9911:30993,91170,1193,17015,110243,105901,23378,4630,11951,8276
9926:17,616,84,226,1102,917,8,5117,19209,74521
9927:17,302,654,76,616,58,8,866,84,29
9929:17,650,2394,46265,21171,60615,76807,80041,10641,20045
9944:36269,96156,10501,104917,36570,81161,29614,21589,37390,18045
9945:87198,36508,37342,92832,49500,17908,3453,508,375,98613
9946:9354,17,302,654,76,616,58,8,866,84
9961:9231,415,68498,17,302,654,76,616,58,8
9984:14914,4478,96683,75286,43688,45073,650,12550,14584,117863
10030:17,58,518,289,101,3256,8,690,2394,65615
10040:79269,54773,28755,238,9491,60202,103931,92892,661,34378
10050:29,3180,25978,128,12841,12229,11652,675,12883,6098
10051:51452,15368,409,35144,11655,20351,31850,7171,17,302
10073:6874,33073,88002,3065,56957,90579,79141,1884,44185,38446
10078:16996,17,302,654,76,616,58,8,866,84
10082:17,508,111864,13838,15067,18513,533,82898,31045,1218
10084:3068,3183,17,302,654,76,616,58,8,866
10086:463,9326,399,10259,3191,17,302,654,76,616
10088:23050,3481,34479,14505,83566,33620,2312,20008,40142,9656
10090:4743,52680,18425,890,5097,3568,1730,10039,17,302
10110:17,19757,22315,5490,11508,654,17370,361,97936,25552
10111:736,3256,2045,5503,54128,22606,49083,4664,36720,48603
10115:8,24711,82636,15606,13074,22075,3375,2927,17380,59971
10117:57777,116349,7059,947,12512,81951,29,77959,5961,60653
10130:2045,22606,4664,36720,2351,80765,431,13708,26892,6269
10132:22281,2769,29092,94318,6527,85938,889,37739,5117,99111
10133:10732,17,302,654,76,616,58,8,866,84
10136:76,22695,4669,554,101911,10734,9722,60448,4828,87161
10140:302,29,118006,120936,96995,7700,3839,11224,952,4364
10148:29,661,5097,12527,128,7426,4342,15565,11720,11652
10155:58,301,289,101,5006,75176,75844,3256,65615,7426
10156:2337,2715,50751,17,302,654,76,616,58,8
10194:17,84,518,1102,8,690,47992,78093,5117,49921
10196:17,654,495,4422,37760,1165,3628,118706,763,49142
10200:4364,2177,19661,4487,33552,6210,2696,10046,9159,6423
10210:29,32897,8,8321,86701,91555,26676,21272,117319,128
10233:114024,87601,7728,52756,95841,67268,65269,58282,2186,77444
10235:32897,8,8321,26676,97866,33265,51890,3716,47877,119
10236:35486,8663,17,302,654,76,616,58,8,866
10237:58,84,1102,508,289,101,8,65615,5117,2769
10249:84440,3653,59296,44585,10896,17,302,654,76,616
10254:104562,108681,101107,31783,34170,2668,86600,454,90071,3003
10267:17,302,654,58,84,29,70,1102,138,301
10275:6129,5731,3466,5292,20186,302,5004,21679,41588,14729
10276:17,76,58,8,224,138,15,289,101,3163
10279:81099,518,8997,361,68815,289,7889,891,101497,49049
10302:17,302,654,29,495,486,20821,490,395,7700
10303:17692,22218,76972,46240,17,302,654,76,616,58
10304:32239,7002,10972,17,302,654,76,616,58,8
10306:17,302,76,58,29,564,224,542,508,289
10313:3824,901,616,5928,17682,15923,10980,3233,33529,2580
10317:17,50491,54107,12482,19654,14758,395,837,9480,35174
10335:11008,16418,17,302,654,76,616,58,8,866
10339:17,302,58,8,866,84,29,1102,15,361
10342:58,542,289,101,38911,29363,22186,94722,65615,49611
10346:86799,122775,1398,11020,104666,17,302,654,76,616
10359:17,302,29,7700,12803,3839,11224,4364,115124,508
10364:720,568,239,23467,7685,37748,32721,21366,1119,3537
10366:17,302,616,58,8,29,518,542,354,361
10371:7687,2081,9867,115459,26966,73696,89603,2717,98076,79096
10377:58,138,289,101,8,114607,65615,542,60986,22606
10378:97626,54800,18935,17,302,654,76,616,58,8
10387:11094,7266,17,302,654,76,616,58,8,866
10388:508,138,19620,2045,2394,278,82444,22606,4664,36720
10392:11096,17,302,654,76,616,58,8,866,84
10408:75176,8910,33230,22,10541,34429,57054,840,20920,76213
10420:616,917,32897,65135,8,16006,8321,3552,26676,43424
10427:95387,89690,63872,9711,44069,3039,14908,59380,105945,11143
10439:17,302,654,616,58,84,29,1102,736,289
10445:8,873,17633,2134,24711,2583,17385,3563,62658,22940
10454:13838,964,8151,36840,1389,62779,31015,14554,105,19039
10471:58,84,1102,289,101,8,29363,94722,65615,24522
10478:302,654,58,29,354,508,289,101,37085,8
10479:113585,16697,21193,117289,17,302,654,76,616,58
10480:616,58,289,101,19757,917,65615,2769,10581,22315
10488:17,542,354,76026,33304,5438,2430,16711,81337,12482
10502:53201,28605,3022,23967,17,302,654,76,616,58
10513:3439,11327,27233,1102,65527,8407,5017,101293,24370,35543
10523:32897,8,14419,8321,26676,86804,3775,13838,51890,3716
10543:112657,63654,2715,91642,698,69532,11291,4856,8414,131
10554:2092,17,302,654,76,616,58,8,866,84
10563:17,76,508,138,55548,29363,94722,54562,60986,22606
10564:17,76,301,361,49392,7466,81550,4115,81665,9790
10570:302,654,29,29363,94722,7700,3839,92099,2254,11224
10573:533,71993,17,302,654,76,616,58,8,866
10580:736,3372,91712,78484,42024,34554,6820,80505,83134,101826
10636:17,58,301,289,101,65615,2769,37600,236,2542
10655:354,76026,278,5438,2430,16711,81337,829,71157,2976
10691:111944,46227,79530,36028,25164,490,1764,3839,4259,37636
10693:616,58,736,289,101,917,65615,2769,2542,6820
10698:616,917,2045,6874,22606,4664,36720,2351,431,2254
10707:24560,10682,17,302,654,76,616,58,8,866
10710:17,302,654,866,84,29,224,354,1102,138
10726:66537,177,22655,69494,22435,17,302,654,76,616
10747:11530,93815,87771,17,302,654,76,616,58,8
10758:68986,86725,3807,472,46290,4249,10520,295,26765,112972
10770:48405,42355,112443,14916,82383,101131,101632,77236,121904,66128
10779:29,54159,17,302,654,76,616,58,8,866
10794:616,917,861,591,20440,153,16595,2158,15583,1424
10801:20238,25693,1069,103715,28950,18409,69427,11325,7237,2286
10807:48523,60986,93412,1788,157,819,14482,13239,518,2387
10820:5245,48286,96651,45368,106593,18280,7096,12916,64788,66760
10842:37577,17,302,654,76,616,58,8,866,84
10843:17,92099,55991,17682,2644,15923,4942,1845,12482,80897
10844:32344,12691,78053,112057,7585,31633,62150,39801,18375,4776
10845:38488,17567,15020,8689,111815,26205,75122,14117,1907,5545
10854:78928,54897,2794,120497,96144,14450,48834,37242,4172,16045
10858:654,226,15,38533,74521,52329,4456,866,67053,65314
10871:18877,59264,106590,56573,1764,20535,10308,51272,6418,59130
10892:63845,50939,28923,22663,105255,25784,92473,122571,3021,87486
10905:11717,17,302,654,76,616,58,8,866,84
10908:8,518,90523,690,122651,47992,60986,90738,5117,22606
10913:85066,88008,392,81383,17998,27944,77433,18720,70870,16096
10920:17,654,616,58,518,542,138,15,289,101
10955:9617,60986,11720,3551,70691,1708,819,14482,518,40326
10956:17,8,62658,60439,813,20443,9894,15297,15507,31101
10968:25375,3614,37999,9197,21934,1196,17,302,654,76
10991:226,9600,32897,8,686,43318,8321,26676,11146,35034
10999:17,302,8,29,650,38911,661,49611,4342,22606
11000:81,48106,3015,8807,45806,3374,18570,97044,22448,19275
11022:17,518,19620,9617,42184,690,51452,29363,47992,26974
11034:302,616,29,650,542,138,917,6874,22606,7700
11037:79529,120571,120683,60436,115158,92046,48562,108456,38463,29560
11047:29,19420,124,29891,3652,7066,6243,1359,518,54192
11055:2703,17,302,654,76,616,58,8,866,84
11099:302,29,8667,7700,3839,78385,11224,3323,43387,4364
11105:17,302,58,84,29,1102,289,101,8,29363
11110:79269,54773,1377,2326,34500,238,60202,103931,92892,2139
11118:103365,21018,17,302,654,76,616,58,8,866
11132:3509,66145,13838,79269,4292,108506,54773,18190,41197,83953
11134:81,508,55548,54562,103410,47776,1898,15268,13838,15067
11135:542,2394,117430,27320,1885,4364,1021,10640,101152,33304
11149:17,302,84,29,1102,8,2394,5117,563,7700
11150:82859,55508,84227,112668,97655,93202,33368,53095,66654,58018
11193:20998,3218,117258,26360,100883,5096,97589,89462,25434,70653
11211:93483,12113,17,302,654,76,616,58,8,866
11222:104035,1762,496,4282,11606,94359,1023,1544,1405,89828
11228:3256,49392,67807,81665,60877,45454,107574,118222,65202,121985
11240:94438,17,302,654,76,616,58,8,866,84
11259:669,17,302,654,76,616,58,8,866,84
11264:17,302,29,55798,3851,52985,26310,7700,3839,80494
11273:17,302,654,8,29,518,542,354,690,47992
11278:273,12187,19520,16105,2976,39285,16804,40542,5702,496
11279:46724,31295,29509,44130,109835,122115,86186,2405,113529,13926
11280:298,17,302,654,76,616,58,8,866,84
11287:17,84,1102,736,8,25375,5117,91750,2769,80749
11332:108417,103220,98337,65242,168,33019,85124,9752,12260,100792
11360:51209,12307,17,302,654,76,616,58,8,866
11363:138,361,686,22606,17123,23333,709,31908,45181,17
11378:226,29,62785,56160,74521,52329,1133,15573,392,40
11388:17,21055,118729,122638,16804,841,901,1239,30923,12350
11394:68986,472,34947,107980,25427,1657,13239,295,302,25733
11404:564,736,2930,15261,273,861,508,6820,10749,28266
11414:55798,41184,813,3216,18319,17,20740,1389,3886,8579
11418:43526,63523,661,62572,103410,14226,4342,15565,5488,5150
11419:17,224,138,3509,66145,29,686,5503,56575,128
11426:74776,285,6759,14642,5970,25915,101319,9748,44937,30311
11427:3054,21207,31879,17588,37325,8167,17,302,654,76
11428:301,29,1871,108451,23017,3234,387,54107,302,88926
11431:285,17,302,654,76,616,58,8,866,84
11437:81,67441,17633,67807,11592,62572,82530,62794,47304,44571
11439:96520,4422,1165,763,29136,757,6210,49123,55364,27258
11444:302,29,301,22606,7700,7821,3839,80916,19913,11224
11458:15911,483,3223,726,39315,861,58,766,4522,1824
11462:30955,48956,15261,91071,4808,26673,33619,687,3990,1377
11463:17,302,654,616,58,8,84,29,650,70
11484:9617,2769,20367,76361,18877,2166,87902,59264,106590,11455
11507:76,564,361,73609,2930,22695,787,4669,40,273
11510:302,654,616,8,29,301,917,105877,3862,19885
11511:2520,18210,43674,104694,39336,58632,116222,17,302,654
11525:302,29,54638,17869,7700,2076,3839,11224,2681,4364
11529:17,302,29,81550,4115,7700,15227,92943,3839,78916
11535:17,17682,15923,44626,12482,80897,18034,20836,21498,497
11537:8161,7478,17,302,654,76,616,58,8,866
11538:302,654,29,2614,25375,86725,3807,7700,3839,11224
11540:64501,32307,19065,49983,6295,18688,118177,26293,91362,37953
11552:17,12482,39285,19654,14758,395,40542,837,5702,9480
11554:8,43526,111864,15204,21672,82915,65001,11179,2618,53165
11558:2045,22606,4664,36720,2351,8069,39769,30955,431,15261
11569:17,302,654,616,58,84,29,70,354,1102
11584:616,58,138,736,289,101,917,36711,65615,57230
11586:650,36711,11592,74890,36525,113044,2493,1902,1097,838
11603:17,25375,118706,37600,9128,3614,40192,298,12482,23771
11606:17,302,76,616,8,29,354,508,917,2394
11614:41099,12685,58007,12548,17,302,654,76,616,58
11616:2953,30930,3231,11153,1332,3006,554,21790,1795,60388
11651:17,19907,861,6012,1220,62,12482,6541,495,57189
11657:76822,2076,62153,83193,13739,12464,923,55859,1058,36412
11660:302,654,84,29,1102,8,81550,4115,5117,7700
11670:8,224,62658,60439,813,20443,9894,15507,31101,111103
11676:81,43629,8667,80690,44254,104876,78385,23317,11772,45806
11685:354,76026,45920,111944,20367,100440,46227,63326,98487,5438
11699:5403,17,302,654,76,616,58,8,866,84
11700:17,650,138,22606,17123,23333,31908,14560,5268,12042
11716:17,2337,12482,19654,14758,395,837,9480,35174,8074
11719:81,70,354,226,32897,8,120571,8321,120683,26676
11723:8,37085,62658,60439,813,5567,28527,17,20443,194
11738:84,1102,8,5117,119410,17,50589,17494,496,387
11749:8283,23102,5381,17,302,654,76,616,58,8
11775:138,32897,8,2045,8321,26676,22606,116575,4664,36720
11781:302,76,84,29,650,1102,38911,8,51452,29363
11788:55213,12919,4561,112727,28788,91297,86974,3348,38984,68380
11795:508,38772,34359,49392,43526,29363,94722,13539,37760,22606
11799:10039,17,302,654,76,616,58,8,866,84
11818:12970,27834,15705,1572,15158,38395,71487,5471,18522,17
11825:226,23326,74521,52329,26191,1218,7249,44020,7669,72508
11835:302,654,29,3738,17480,7700,3839,11224,5567,22370
11836:31171,21998,53462,12984,42736,9949,7872,378,17,302
11838:61837,25266,57649,55439,114848,33443,33984,81980,65699,35973
11839:77465,3429,1804,394,84183,26379,49696,12988,85617,23676
11843:107362,66947,104502,6552,43641,96461,50502,61677,11694,2534
11844:60418,33681,79048,44194,91649,49380,51436,5755,23356,24033
11847:67404,441,6315,54442,13790,17745,119876,119462,7716,56580
11851:13001,17,302,654,76,616,58,8,866,84
11856:81,11592,121420,13157,392,11772,76673,96720,2677,20462
11863:13017,118733,17,302,654,76,616,58,8,866
11864:13021,94,17,302,654,76,616,58,8,866
11865:654,76,81,518,354,138,301,32897,8,2045
11883:79651,13046,17,302,654,76,616,58,8,866
11884:81,44106,118923,86974,12051,6824,63312,65014,36642,49172
11885:226,49392,67807,81665,74521,52329,60877,107574,118222,65202
11892:9867,86371,82808,105546,26966,11508,116205,114481,45181,17
11893:138,29,2045,22606,32504,4664,36720,17123,6741,2351
11896:76,866,564,29,76352,128,58818,2930,11652,12883
11910:17,5503,60986,6450,14370,25725,4249,819,14482,518
11913:138,22606,19907,17123,23333,31908,6012,1220,14560,5268
11922:17,58,289,101,65615,2769,2542,15370,10247,12482
11928:27861,81550,60986,4115,26310,15227,4456,101105,72954,102165
11929:17,302,654,76,616,58,29,70,354,138
11939:508,65856,13838,15067,18513,82898,116899,1218,97097,95360
11956:17,302,58,29,224,289,101,27861,65615,128
11962:32210,10163,13151,11992,20288,9043,63794,24381,97862,37509
11968:80897,873,17633,2134,2583,17385,49495,431,7048,2620
11972:47385,64007,4106,81010,16450,89538,16237,84,25468,55755
11979:361,5812,30906,34897,75000,17403,62168,6916,55906,6632
11983:302,29,226,32897,8,8321,14328,26676,15744,74521
11988:17,650,736,2045,29363,94722,27861,104562,22606,3738
11990:66153,13176,57867,15342,36615,43355,17,302,654,76
11996:8725,17,302,654,76,616,58,8,866,84
11999:49392,81665,60877,3618,107574,118222,65202,2347,108612,17682
12008:58,289,101,65615,56140,2769,111944,3096,46227,224
12010:508,75176,11592,8910,13838,15067,18513,1902,69338,3620
12011:138,22606,13386,17123,14057,23333,3323,861,31908,14560
12027:76,118706,3937,22695,4669,7491,554,15720,20405,5067
12028:17,302,616,58,29,354,289,101,917,65615
12037:17,654,58,650,224,542,289,101,8,57876
12047:1377,36840,34500,31015,2139,14554,1164,105,19039,20436
12050:17,302,58,8,84,29,1102,736,289,101
12067:11820,7202,670,16141,2528,1551,1651,256,63543,9662
12084:302,616,58,29,542,289,101,917,2394,11592
12094:28755,22091,5405,9491,6714,25202,14226,8733,2888,36670
12130:57274,91,71558,2408,54052,49467,44480,17,302,654
12170:76,22695,4669,554,60448,4828,87161,75617,93,41761
12199:122548,790,11796,27905,418,17,302,654,76,616
12211:21028,3043,54555,9843,4146,37266,17,302,654,76
12213:60635,33950,41666,13496,17,302,654,76,616,58
12232:616,58,301,289,101,29,917,65615,6874,26310
12234:508,361,68986,5503,11592,19885,472,13838,15067,37009
12235:302,654,29,7700,3839,11224,34947,107980,22370,4364
12237:40898,10291,10406,30139,17,302,654,76,616,58
12239:75790,115140,385,89977,22801,39619,17,302,654,76
12263:654,518,42184,690,47992,5117,15398,86725,2121,34324
12268:65135,16006,2081,85289,43424,22002,37074,72728,39624,1784
12271:5812,17403,62168,6916,8485,67332,11813,87110,500,7305
12272:22281,49083,2769,48603,73185,29092,15050,6243,49399,29787
12296:5503,2937,25247,1664,60986,6450,54901,92301,63275,14370
12310:84,70,354,226,1102,508,138,9600,32897,8
12327:76,19620,2394,3446,57569,22695,4669,22507,2691,6387
12328:70,736,2045,60986,22606,4664,36720,6450,2351,431
12356:508,32897,8,8321,26676,48486,13838,15067,18513,82898
12360:17,302,29,12280,7700,3839,11224,13681,21410,4364
12364:17,616,508,917,102567,13838,15067,103142,18513,82898
12373:82444,28945,13845,76877,10033,72618,13279,66271,20855,11358
12375:91555,21239,84973,61942,608,75280,84119,13715,104685,70526
12376:13716,7686,22218,17692,76972,2549,46240,17,302,654
12379:508,375,967,7741,14551,54100,97973,559,2115,15487
12406:70,63961,105181,3620,616,52220,76,22,1499,13765
12416:17,8,104897,2608,72957,8661,15556,62658,25812,60439
12428:81,17,302,654,76,616,58,8,866,84
12433:43873,3008,23430,91571,13599,3661,17672,573,17478,472
12443:77610,2292,1190,92422,270,1168,7518,967,13989,785
12453:17,84,1102,8,60986,5117,119410,819,14482,496
12464:113663,69735,2076,13832,42785,96605,82400,55749,26344,429
12467:79529,49392,60436,81665,15846,60877,24044,110100,99126,1902
12474:58136,76889,2908,8213,28522,3704,47806,13488,118304,29990
12480:17,57569,803,2691,111207,58,136,9838,4886,1930
12496:13878,20984,8105,30223,717,44653,401,54422,2469,4522
12498:901,17,302,654,76,616,58,8,866,84
12505:82420,57334,29969,22365,26274,28553,5366,17,302,654
12512:17,302,616,29,917,788,21171,7700,3839,92099
12531:73609,21171,10641,20045,6157,5457,19411,4173,4017,47243
12532:96800,93074,55860,5282,13930,17,302,654,76,616
12533:17,302,654,84,29,1102,138,361,55731,79529
12534:29748,13933,7723,17,302,654,76,616,58,8
12536:654,8,508,18931,13838,62658,15067,60439,18513,813
12540:302,29,115858,7700,3839,11224,37600,49572,4364,53623
12541:70,55548,2045,72705,73609,54562,22606,4664,2525,15268
12544:58,8,564,542,354,508,138,289,101,89572
12549:866,361,122068,30906,75000,22112,55906,7194,6632,624
12552:518,690,47992,37760,10229,5117,34324,787,12412,1190
12555:12412,88877,31731,81976,8774,37827,690,8899,351,92054
12556:84,1102,8,5117,119410,17,496,387,28325,4563
12559:17,29363,94722,60986,472,65562,88162,86349,36804,2398
12562:45423,13960,17,302,654,76,616,58,8,866
12564:17,302,654,58,866,29,650,301,289,101
12568:13968,77973,79751,84193,17,302,654,76,616,58
12573:8,2769,80749,131,55991,99688,17,1845,4300,58
12587:17,508,13838,15067,18513,82898,952,1218,2008,97097
12595:79529,15995,11592,60436,91141,23326,6921,104876,82532,50125
12601:70,96654,60009,38381,40643,92855,90578,13526,50589,69744
